Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
100002,ABB#,ABB Ltd.,Active,A,0.02,INE117A01022,Heavy Electrical Equipment,Equity
100003,AEGISLOG#,Aegis Logistics Ltd.,Active,A,0.01,INE208C01025,Oil Marketing & Distribution,Equity
100008,ARE&M#,Amara Raja Energy & Mobility L,Active,A,1.0,INE885A01032,Auto Parts & Equipment,Equity
100027,ATUL#,Atul Limited,Active,A,10.0,INE100A01010,Agrochemicals,Equity
100034,BAJFINANCE#,BAJAJ AUTO F,Active,A,1.0,INE296A01032,,Equity
100038,BALRAMCHIN#,Balrampur Chini Mills Ltd.,Active,A,1.0,INE119A01028,Sugar,Equity
100040,ABREL#,ADITYA BIRLA REAL ESTATE LIMIT,Active,A,0.1,INE055A01016,Cement & Cement Products,Equity
100042,BASF#,BASF INDIA,Active,A,0.1,INE373A01013,Specialty Chemicals,Equity
100043,BATAINDIA#,Bata India Limited,Active,A,5.0,INE176A01028,Footwear,Equity
100048,BEML#,BEML Limited,Active,A,5.0,INE258A01024,,Equity
100049,BEL#,BHARAT ELECT,Active,A,0.01,INE263A01024,,Equity
100067,BLUESTARCO#,Blue Star Ltd,Active,A,0.02,INE472A01039,Consumer Electronics,Equity
100084,CESC#,CESC LTD,Active,A,0.01,INE486A01021,,Equity
100085,CHAMBLFERT#,Chambal Fertilizers & Chemical,Active,A,10.0,INE085A01013,Fertilizers,Equity
100086,EXIDEIND#,Exide Industries Ltd.,Active,A,0.01,INE302A01020,Auto Parts & Equipment,Equity
100087,CIPLA#,CIPLA LTD.,Active,A,2.0,INE059A01026,Pharmaceuticals,Equity
100092,CRISIL#,CRISIL Ltd.,Active,A,0.01,INE007A01025,Other Financial Services,Equity
100093,CGPOWER#,CG Power and Industrial Soluti,Active,A,0.02,INE067A01029,Heavy Electrical Equipment,Equity
100096,DABUR#,DABUR INDIA,Active,A,0.01,INE016A01026,Personal Products,Equity
100101,ARVIND#,Arvind Ltd.,Active,A,10.0,INE034A01011,Textiles,Equity
100103,BHEL#,Bharat Heavy Electricals Ltd.,Active,A,0.02,INE257A01026,Heavy Electrical Equipment,Equity
100104,HINDPETRO#,HINDUSTAN PE,Active,A,0.1,INE094A01015,Refineries/ Petro-Products,Equity
100106,IFCI#,IFCI Limited,Active,A,10.0,INE039A01010,Financial Institutions,Equity
100109,MRPL#,MANGALORE RE,Active,A,0.1,INE103A01014,Refineries/ Petro-Products,Equity
100112,SBIN#,STATE BANK OF INDIA,Active,A,1.0,INE062A01020,Banks,Equity
100113,SAIL#,STEEL AUTHOR,Active,A,0.1,INE114A01011,Iron & Steel/Interm.Products,Equity
100114,TITAN#,Titan Company Limited,Active,A,0.01,INE280A01028,Other Apparels & Accessories,Equity
100116,IDBI#,IDBI LTD,Active,A,0.1,INE008A01015,Banks,Equity
100124,DRREDDY#,DR.REDDY'S L,Active,A,0.01,INE089A01031,,Equity
100125,EIDPARRY#,EID Parry India Limited,Active,A,1.0,INE126A01031,Sugar,Equity
100144,FINCABLES#,Finolex Cables Limited,Active,A,2.0,INE235A01022,Other Elect.Equip./ Prod.,Equity
100163,GODFRYPHLP#,Godfrey Phillips India Ltd.,Active,A,0.02,INE260B01028,Cigarettes-Tobacco Products,Equity
100164,GODREJIND#,Godrej Industries Ltd.,Active,A,0.01,INE233A01035,Commodity Chemicals,Equity
100165,KANSAINER#,Kansai Nerolac Paints Limited,Active,A,1.0,INE531A01024,Furniture-Furnishing-Paints,Equity
100180,HDFCBANK#,HDFC Bank Ltd.,Active,A,0.01,INE040A01034,,Equity
100182,HEROMOTOCO#,Hero Motocorp Limited,Active,A,0.02,INE158A01026,2/3 Wheelers,Equity
100183,HFCL#,HFCL Limited,Active,A,1.0,INE548A01028,Telecom Cables,Equity
100184,HSCL#,Himadri Speciality Chemical Lt,Active,A,0.01,INE019C01026,Commodity Chemicals,Equity
100188,HINDZINC#,Hindustan Zinc Ltd.,Active,A,0.02,INE267A01025,Zinc,Equity
100209,INFY#,Infosys Ltd,Active,A,0.05,INE009A01021,IT Consulting & Software,Equity
100210,INGERRAND#,Ingersoll-Rand (India) Ltd.,Active,B,10.0,INE177A01018,Industrial Machinery,Equity
100228,JSWSTEEL#,JSW STEEL LTD.,Active,A,1.0,INE019A01038,,Equity
100233,KAJARIACER#,Kajaria Ceramics Limited,Active,A,1.0,INE217B01036,,Equity
100238,WHIRLPOOL#,Whirlpool of India Ltd,Active,A,0.1,INE716A01013,Consumer Electronics,Equity
100241,KIRLOSBROS#,Kirloskar Brothers Limited,Active,A,2.0,INE732A01036,Industrial Machinery,Equity
100247,KOTAKBANK#,Kotak Mahindra Bank Ltd.,Active,A,1.0,INE237A01036,,Equity
100249,KSB#,KSB LIMITED,Active,A,2.0,INE999A01023,,Equity
100251,TRENT#,TRENT LTD.,Active,A,1.0,INE849A01020,,Equity
100252,LMW#,LMW Limited,Active,A,10.0,INE269B01029,Industrial Machinery,Equity
100253,LICHSGFIN#,LIC HOUSING FINANCE LTD.,Active,A,2.0,INE115A01026,Housing Finance,Equity
100257,LUPIN#,Lupin Ltd,Active,A,0.02,INE326A01037,Pharmaceuticals,Equity
100260,RAMCOCEM#,The Ramco Cements Limited,Active,A,0.01,INE331A01037,Cement & Cement Products,Equity
100266,MAHSCOOTER#,Maharashtra Scooters Ltd.,Active,A,10.0,INE288A01013,2/3 Wheelers,Equity
100271,MFSL#,Max Financial Services Limited,Active,A,0.02,INE180A01020,Plastic Products,Equity
100290,MRF#,MRF LTD.,Active,A,10.0,INE883A01011,Auto Tyres & Rubber Products,Equity
100294,NCC#,NCC Limited,Active,A,2.0,INE868B01028,Construction & Engineering,Equity
100295,VEDL#,VEDANTA LIMITED,Active,A,1.0,INE205A01025,Iron & Steel/Interm.Products,Equity
100300,GRASIM#,GRASIM INDUS,Active,A,0.02,INE047A01021,,Equity
100312,ONGC#,OIL AND NATURAL GAS CORPORATIO,Active,A,5.0,INE213A01029,Exploration & Production,Equity
100325,RELIANCE#,Reliance Industries Ltd,Active,A,0.1,INE002A01018,Integrated Oil & Gas,Equity
100330,RAYMOND#,Raymond Limited,Active,A,10.0,INE301A01014,Textiles,Equity
100331,PIDILITIND#,Pidilite Industries Ltd.,Active,A,0.01,INE318A01026,Specialty Chemicals,Equity
100368,PATANJALI#,Patanjali Foods Limited,Active,A,0.02,INE619A01035,,Equity
100378,JINDALSAW#,Jindal Saw Limited,Active,A,1.0,INE324A01032,,Equity
100387,SHREECEM#,SHREE CEMENT,Active,A,0.1,INE070A01015,Cement & Cement Products,Equity
100400,TATAPOWER#,Tata Power Co. Ltd,Active,A,0.01,INE245A01021,Electric Utilities,Equity
100403,SUNDRMFAST#,Sundram Fasteners Ltd.,Active,A,0.01,INE387A01021,Auto Parts & Equipment,Equity
100405,SPLPETRO#,Supreme Petrochem Ltd.,Active,A,2.0,INE663A01033,,Equity
100408,TATAELXSI#,TATA ELXSI,Active,A,0.1,INE670A01012,IT Software Products,Equity
100410,ACC#,ACC,Active,A,0.1,INE012A01025,Cement & Cement Products,Equity
100411,THERMAX#,Thermax Ltd.,Active,A,0.02,INE152A01029,Heavy Electrical Equipment,Equity
100420,TORNTPHARM#,Torrent Pharmaceuticals Ltd.,Active,A,0.05,INE685A01028,Pharmaceuticals,Equity
100425,AMBUJACEM#,AMBUJA CEMENTS LTD.,Active,A,2.0,INE079A01024,Cement & Cement Products,Equity
100440,HINDALCO#,HINDALCO INDUSTRIES LTD.,Active,A,1.0,INE038A01020,Aluminium,Equity
100459,PGHH#,Procter & Gamble Hygiene & Hea,Active,A,0.1,INE179A01014,Personal Products,Equity
100463,BBOX#,BLACK BOX LIMITED,Active,A,2.0,INE676A01027,,Equity
100469,FEDERALBNK#,Federal Bank Ltd.,Active,A,0.02,INE171A01029,Banks,Equity
100470,TATASTEEL#,TATA IORN AN,Active,A,0.01,INE081A01020,,Equity
100472,SKFINDIA#,SKF India Limited,Active,A,10.0,INE640A01023,Other Industrial Goods,Equity
100477,ASHOKLEY#,ASHOK LEYLAND LTD.,Active,A,1.0,INE208A01029,Commercial Vehicles,Equity
100480,CUMMINSIND#,CUMMINS INDI,Active,A,0.02,INE298A01020,Industrial Machinery,Equity
100483,TATACOMM#,TATA COMMUNICATIONS LTD.,Active,A,10.0,INE151A01013,Telecom - Alternate Carriers,Equity
100490,BAJAJHLDNG#,BAJ HOLD INV,Active,A,0.1,INE118A01012,Finance (including NBFCs),Equity
100493,BHARATFORG#,Bharat Forge Ltd,Active,A,0.02,INE465A01025,Other Industrial Products,Equity
100495,ESCORTS#,Escorts Kubota Limited,Active,A,0.1,INE042A01014,Commercial Vehicles,Equity
100510,LT#,LARSEN & TOU,Active,A,0.02,INE018A01030,Construction & Engineering,Equity
100520,M&M#,Mahindra & Mahindra Ltd.,Active,A,0.05,INE101A01026,Cars & Utility Vehicles,Equity
100530,BOSCHLTD#,BOSCH LTD,Active,A,0.1,INE323A01026,Auto Parts & Equipment,Equity
100547,BPCL#,BHARAT PETROLEUM CORPORATION L,Active,A,10.0,INE029A01011,Refineries/ Petro-Products,Equity
100550,SIEMENS#,Siemens Ltd.,Active,A,0.02,INE003A01024,Heavy Electrical Equipment,Equity
100570,TMPV#,TATA MOTORS PASSENGER VEHICLES,Active,A,0.02,INE155A01022,Commercial Vehicles,Equity
100575,VOLTAS#,Voltas Ltd.,Active,A,0.01,INE226A01021,Construction & Engineering,Equity
100620,GESHIP#,Great Eastern Shipping Co. Ltd,Active,A,10.0,INE017A01032,Shipping,Equity
100645,DEEPAKFERT#,Deepak Fertilizers and Petroch,Active,A,10.0,INE501A01019,Commodity Chemicals,Equity
100655,GRWRHITECH#,GARWARE HI-TECH FILMS LIMITED,Active,A,10.0,INE291A01017,Commodity Chemicals,Equity
100660,GLAXO#,GlaxoSmithkline Pharmaceutical,Active,A,0.1,INE159A01016,Pharmaceuticals,Equity
100674,SANOFI#,Sanofi India Ltd,Active,A,10.0,INE058A01010,Pharmaceuticals,Equity
100680,PFIZER#,PFIZER LTD.,Active,A,0.1,INE182A01018,Pharmaceuticals,Equity
100696,HINDUNILVR#,Hindustan Unilever Ltd.,Active,A,0.01,INE030A01027,Personal Products,Equity
100710,JSWDULUX#,JSW Dulux Limited,Active,A,10.0,INE133A01011,Furniture-Furnishing-Paints,Equity
100770,TATACHEM#,TATA CHEMICA,Active,A,0.1,INE092A01019,Commodity Chemicals,Equity
100790,NESTLEIND#,NESTLE INDIA LTD.,Active,A,1.0,INE239A01024,,Equity
100800,TATACONSUM#,TATA CONSUMER PRODUCTS LIMITED,Active,A,0.01,INE192A01025,Tea & Coffee,Equity
100820,ASIANPAINT#,Asian Paints Ltd.,Active,A,0.01,INE021A01026,Furniture-Furnishing-Paints,Equity
100825,BRITANNIA#,Britannia Industries Ltd.,Active,A,0.01,INE216A01030,,Equity
100830,COLPAL#,Colgate-Palmolive (India) Ltd.,Active,A,0.01,INE259A01022,Personal Products,Equity
100840,EIHOTEL#,EIH Ltd,Active,A,0.02,INE230A01023,Hotels,Equity
100850,INDHOTEL#,INDIAN HOTELS CO.LTD.,Active,A,1.0,INE053A01029,Hotels,Equity
100870,CASTROLIND#,Castrol India Limited,Active,A,5.0,INE172A01027,Oil Marketing & Distribution,Equity
100875,ITC#,ITC Ltd,Active,A,0.01,INE154A01025,Cigarettes-Tobacco Products,Equity
100877,APOLLOTYRE#,Apollo Tyres Ltd,Active,A,0.01,INE438A01022,Auto Tyres & Rubber Products,Equity
100878,CEATLTD#,Ceat Ltd.,Active,A,10.0,INE482A01020,Auto Tyres & Rubber Products,Equity
100940,FINPIPE#,Finolex Industries Limited,Active,A,2.0,INE183A01024,,Equity
101301,TATAINVEST#,TATA INV COR,Active,A,1.0,INE672A01026,,Equity
101425,BBTC#,Bombay Burmah Trading Corporat,Active,A,2.0,INE050A01025,Tea & Coffee,Equity
102355,BALKRISIND#,Balkrishna Industries Ltd.,Active,A,0.02,INE787D01026,Auto Tyres & Rubber Products,Equity
102986,VTL#,Vardhman Textiles Limited,Active,A,2.0,INE825A01020,,Equity
103100,PHOENIXLTD#,Phoenix Mills Ltd.,Active,A,0.02,INE211B01039,Realty,Equity
103310,SWANCORP#,Swan Corp Limited,Active,A,0.01,INE665A01038,Realty,Equity
103806,SRF#,SRF Ltd.,Active,A,0.1,INE647A01010,Textiles,Equity
104067,ZENSARTECH#,Zensar Technologies Limited,Active,A,2.0,INE520A01027,,Equity
104614,SARDAEN#,Sarda Energy & Minerals Limite,Active,A,1.0,INE385C01021,,Equity
104973,CHOLAHLDNG#,CHOLAMANDALAM FINANCIAL HOLDIN,Active,A,0.01,INE149A01033,,Equity
105200,EICHERMOT#,Eicher Motors Ltd.,Active,A,0.01,INE066A01021,,Equity
105283,KIRLPNU#,Kirloskar Pneumatic Co.Ltd.,Active,A,1.0,INE811A01038,,Equity
105533,WESTLIFE#,WESTLIFE FOODWORLD LIMITED,Active,A,2.0,INE274F01020,Restaurants,Equity
105537,ZEEL#,Zee Entertainment Enterprises,Active,A,1.0,INE256A01028,Broadcasting & Cable TV,Equity
105700,ELECON#,Elecon Engineering Co.Ltd.,Active,A,1.0,INE205B01031,,Equity
105790,SCHAEFFLER#,Schaeffler India Limited,Active,A,0.02,INE513A01022,,Equity
106076,GRINDWELL#,Grindwell Norton Limited,Active,A,5.0,INE536A01023,Other Industrial Products,Equity
106395,COROMANDEL#,Coromandel International Limit,Active,A,0.01,INE169A01031,Fertilizers,Equity
106401,DEEPAKNTR#,Deepak Nitrite Limited,Active,A,0.02,INE288B01029,Commodity Chemicals,Equity
106590,PCBL#,PCBL LIMITED,Active,A,1.0,INE602A01031,,Equity
106820,ASTRAZEN#,AstraZeneca Pharma India Limit,Active,A,2.0,INE203A01020,Pharmaceuticals,Equity
107685,WIPRO#,WIPRO LTD.,Active,A,0.02,INE075A01022,IT Consulting & Software,Equity
107815,GILLETTE#,GILLETTE IND,Active,A,0.1,INE322A01010,Personal Products,Equity
108869,APOLLOHOSP#,Apollo Hospitals Enterprises L,Active,A,0.05,INE437A01024,Healthcare Facilities,Equity
109480,BERGEPAINT#,Berger Paints India Ltd,Active,A,0.01,INE463A01038,Furniture-Furnishing-Paints,Equity
109488,GRAPHITE#,Graphite India Ltd.,Active,A,2.0,INE371A01025,Other Industrial Goods,Equity
109930,SUPREMEIND#,Supreme Industries Ltd.,Active,A,0.02,INE195A01028,Plastic Products,Equity
111196,CANFINHOME#,Can Fin Homes Ltd.,Active,A,2.0,INE477A01020,,Equity
111218,SHRIRAMFIN#,Shriram Finance Limited,Active,A,0.02,INE721A01047,,Equity
111243,CHOLAFIN#,CHOL INV FN,Active,A,0.02,INE121A01024,,Equity
112070,UPL#,UPL Limited,Active,A,0.02,INE628A01036,Agrochemicals,Equity
112455,LLOYDSME#,Lloyds Metals and Energy Limit,Active,A,0.01,INE281B01032,,Equity
112599,ADANIENT#,ADANI ENTER,Active,A,0.01,INE423A01024,Comm.Trading  & Distribution,Equity
113023,NAVA#,NAVA LIMITED,Active,A,1.0,INE725A01030,,Equity
113375,CARBORUNIV#,Carborundum Universal Ltd.,Active,A,0.01,INE120A01034,Other Industrial Products,Equity
113377,MMTC#,MMTC Ltd.,Active,B,1.0,INE123F01029,Comm.Trading  & Distribution,Equity
113599,HINDCOPPER#,Hindustan Copper Ltd.,Active,A,0.05,INE531E01026,Copper,Equity
113683,NLCINDIA#,NLC India Limited,Active,A,0.1,INE589A01014,Electric Utilities,Equity
114162,WELSPUNLIV#,Welspun Living Limited,Active,A,1.0,INE192B01031,,Equity
115030,ASAHIINDIA#,Asahi India Glass Limited,Active,A,1.0,INE439A01020,Auto Parts & Equipment,Equity
115055,ANANTRAJ#,Anant Raj Limited,Active,A,0.02,INE242C01024,Realty,Equity
117146,USHAMART#,Usha Martin Ltd.,Active,A,1.0,INE228A01035,Iron & Steel Products,Equity
117174,HONAUT#,HONEYWEL AUT,Active,A,0.1,INE671A01010,Other Elect.Equip./ Prod.,Equity
117271,HBLENGINE#,HBL Engineering Limited,Active,A,1.0,INE292B01021,Other Elect.Equip./ Prod.,Equity
117334,MOTHERSON#,Samvardhana Motherson Internat,Active,A,1.0,INE775A01035,Auto Parts & Equipment,Equity
117354,HAVELLS#,Havells India Limited,Active,A,0.01,INE176B01034,Other Elect.Equip./ Prod.,Equity
117506,TTKPRESTIG#,TTK Prestige Ltd.,Active,B,1.0,INE690A01028,,Equity
117569,KEI#,KEI Industries Ltd.,Active,A,0.02,INE878B01027,Other Elect.Equip./ Prod.,Equity
119600,CCL#,CCL Products (India) Ltd.,Active,A,2.0,INE421D01022,Tea & Coffee,Equity
120056,TVSHLTD#,TVS Holdings Limited,Active,A,5.0,INE105A01035,Auto Parts & Equipment,Equity
120111,RATNAMANI#,Ratnamani Metals & Tubes Ltd,Active,A,0.02,INE703B01027,Construction & Engineering,Equity
121064,TRIDENT#,Trident Limited,Active,A,1.0,INE064C01022,,Equity
121070,ALOKINDS#,Alok Industries Ltd.,Active,A,1.0,INE270A01029,,Equity
122074,ELGIEQUIP#,Elgi Equipments Limited,Active,A,1.0,INE285A01027,Industrial Machinery,Equity
122113,TIMKEN#,TIMKEM LT,Active,A,0.1,INE325A01013,Industrial Machinery,Equity
122205,PRAJIND#,Praj Industries Limited,Active,A,2.0,INE074A01025,Construction & Engineering,Equity
122275,GVTD#,GE Vernova T&D India Limited,Active,A,0.02,INE200A01026,Electric Utilities,Equity
122287,KPIL#,Kalpataru Projects Internation,Active,A,2.0,INE220B01022,Heavy Electrical Equipment,Equity
123025,SAFARI#,Safari Industries (India) Ltd.,Active,A,2.0,INE429E01023,,Equity
123367,DCMSHRIRAM#,DCM Shriram Limited,Active,A,2.0,INE499A01024,Diversified,Equity
123395,3MINDIA#,3M INDIA LTD,Active,A,0.1,INE470A01017,Diversified,Equity
123405,JMFINANCIL#,JM Financial Limited,Active,A,1.0,INE780C01023,Other Financial Services,Equity
123457,LINDEINDIA#,Linde India Limited,Active,A,0.1,INE473A01011,Industrial Gases,Equity
123610,ITI#,ITI LIMITED,Active,B,0.1,INE248A01017,Telecom Equipment,Equity
123642,PIIND#,PI Industries Limited,Active,A,0.01,INE603J01030,Agrochemicals,Equity
124000,POONAWALLA#,POONAWALLA FINCORP LIMITED,Active,A,0.02,INE511C01022,Finance (including NBFCs),Equity
124200,VINATIORGA#,Vinati Organics Limited,Active,A,1.0,INE410B01037,,Equity
124208,AARTIIND#,Aarti Industries Limited,Active,A,5.0,INE769A01020,Commodity Chemicals,Equity
124404,MARKSANS#,Marksans Pharma Ltd.,Active,A,1.0,INE750C01026,Pharmaceuticals,Equity
124494,IPCALAB#,Ipca Laboratories Ltd.,Active,A,0.01,INE571A01038,,Equity
124558,NEULANDLAB#,Neuland Laboratories Limited,Active,A,10.0,INE794A01010,Pharmaceuticals,Equity
124715,SUNPHARMA#,Sun Pharmaceutical Industries,Active,A,0.01,INE044A01036,Pharmaceuticals,Equity
124742,CAPLIPOINT#,Caplin Point Laboratories Limi,Active,A,2.0,INE475E01026,,Equity
124804,AUROPHARMA#,Aurobindo Pharma Ltd.,Active,A,0.01,INE406A01037,Pharmaceuticals,Equity
124816,NATCOPHARM#,Natco Pharma Ltd.,Active,A,0.02,INE987B01026,Pharmaceuticals,Equity
126299,MPHASIS#,Mphasis Limited,Active,A,0.1,INE356A01018,IT Consulting & Software,Equity
126367,GANESHHOU#,GANESH HOUSING LIMITED,Active,B,10.0,INE460C01014,Realty,Equity
126371,NMDC#,NMDC LTD.,Active,A,1.0,INE584A01023,Mining,Equity
126612,BLUEDART#,Blue Dart Express Limited,Active,A,10.0,INE233B01017,Transportation - Logistics,Equity
130005,INDIACEM#,India Cements Ltd.,Active,A,10.0,INE383A01012,Cement & Cement Products,Equity
130007,JKTYRE#,JK Tyre & Industries Ltd.,Active,A,2.0,INE573A01042,Auto Tyres & Rubber Products,Equity
130019,JUBLPHARMA#,Jubilant Pharmova Limited,Active,A,1.0,INE700A01033,Pharmaceuticals,Equity
130343,GENUSPOWER#,Genus Power Infrastructures Lt,Active,A,1.0,INE955D01029,Other Elect.Equip./ Prod.,Equity
130517,RELAXO#,Relaxo Footwears Limited,Active,A,1.0,INE131B01039,Footwear,Equity
130965,IOC#,INDIAN OIL C,Active,A,0.1,INE242A01010,Oil Marketing & Distribution,Equity
131162,EMAMILTD#,Emami Ltd,Active,A,0.01,INE548C01032,Personal Products,Equity
131213,MANAPPURAM#,Manappuram Finance Limited,Active,A,2.0,INE522D01027,Finance (including NBFCs),Equity
131335,ZYDUSWELL#,Zydus Wellness Limited,Active,A,2.0,INE768C01028,,Equity
131344,CONCOR#,CONTAIN CORP,Active,A,0.05,INE111A01025,,Equity
131358,CHOICEIN#,Choice International Ltd,Active,A,10.0,INE102B01014,Finance (including NBFCs),Equity
131431,SHAKTIPUMP#,Shakti Pumps (India) Ltd.,Active,A,10.0,INE908D01010,Industrial Machinery,Equity
131531,HATSUN#,Hatsun Agro Products Ltd.,Active,A,0.01,INE473B01035,Packaged Foods,Equity
131595,CGCL#,Capri Global Capital Limited,Active,A,1.0,INE180C01042,,Equity
131642,MARICO#,Marico Limited,Active,A,0.01,INE196A01026,Personal Products,Equity
131768,POLYMED#,Poly Medicure Ltd,Active,A,0.05,INE205C01021,Medical Equipment,Equity
132134,BANKBARODA#,BANK OF BARODA,Active,A,2.0,INE028A01039,Banks,Equity
132144,WELCORP#,Welspun Corp Limited,Active,A,5.0,INE191B01025,Construction & Engineering,Equity
132149,BANKINDIA#,BANK OF INDI,Active,A,0.1,INE084A01016,Banks,Equity
132155,GAIL#,GAIL INDIA,Active,A,0.1,INE129A01019,Utilities:Non-Elec.,Equity
132174,ICICIBANK#,ICICI Bank Ltd.,Active,A,0.02,INE090A01021,Banks,Equity
132175,CYIENT#,Cyient Limited,Active,A,5.0,INE136B01020,IT Consulting & Software,Equity
132178,ENGINERSIN#,Engineers India Ltd.,Active,A,5.0,INE510A01028,Consulting Services,Equity
132181,GMDCLTD#,Gujarat Mineral Development Co,Active,A,2.0,INE131A01031,Coal,Equity
132187,INDUSINDBK#,IndusInd Bank Ltd.,Active,A,0.1,INE095A01012,Banks,Equity
132209,J&KBANK#,Jammu and Kashmir Bank Ltd.,Active,A,1.0,INE168A01041,Banks,Equity
132210,CUB#,City Union Bank Ltd,Active,A,1.0,INE491A01021,Banks,Equity
132215,AXISBANK#,AXIS Bank Ltd.,Active,A,0.02,INE238A01034,Banks,Equity
132221,SONATSOFTW#,Sonata Software Limited,Active,A,1.0,INE269A01021,IT Consulting & Software,Equity
132259,APARINDS#,APAR INDUS,Active,A,0.1,INE372A01015,Other Elect.Equip./ Prod.,Equity
132281,HCLTECH#,HCL TECHNO,Active,A,0.02,INE860A01027,IT Consulting & Software,Equity
132286,JINDALSTEL#,JINDAL STEEL LIMITED,Active,A,0.01,INE749A01030,Iron & Steel/Interm.Products,Equity
132296,GLENMARK#,Glenmark Pharmaceuticals ltd,Active,A,0.01,INE935A01035,Pharmaceuticals,Equity
132300,WOCKPHARMA#,Wockhardt Ltd,Active,A,0.05,INE049B01025,Pharmaceuticals,Equity
132321,ZYDUSLIFE#,Zydus Lifesciences Limited,Active,A,0.01,INE010B01027,Pharmaceuticals,Equity
132331,AJANTPHARM#,Ajanta Pharma Ltd.,Active,A,0.02,INE031B01049,Pharmaceuticals,Equity
132343,TVSMOTOR#,TVS MOTOR L,Active,A,0.01,INE494B01023,2/3 Wheelers,Equity
132356,TRIVENI#,Triveni Engineering & Industri,Active,A,1.0,INE256C01024,Sugar,Equity
132371,TTML#,Tata Teleservices (Maharashtra,Active,A,10.0,INE517B01013,Telecom Services,Equity
132388,IOB#,INDIAN OVERS,Active,A,0.1,INE565A01014,Banks,Equity
132400,BSOFT#,BIRLASOFT LIMITED,Active,A,2.0,INE836A01035,IT Consulting & Software,Equity
132424,GODREJCP#,Godrej Consumer Products Ltd.,Active,A,0.01,INE102D01028,Personal Products,Equity
132432,UNITDSPR#,UNITD SPR,Active,A,0.02,INE854D01024,,Equity
132439,OLECTRA#,OLECTRA GREENTECH LIMITED,Active,A,4.0,INE260D01016,Industrial Machinery,Equity
132454,BHARTIARTL#,Bharti Airtel  Ltd.,Active,A,0.05,INE397D01024,Telecom Services,Equity
132461,PNB#,Punjab National Bank,Active,A,0.02,INE160A01022,Banks,Equity
132466,OFSS#,ORACLE FIN,Active,A,0.05,INE881D01027,IT Consulting & Software,Equity
132477,UNIONBANK#,UNION BANK OF INDIA,Active,A,10.0,INE692A01016,Banks,Equity
132478,UBL#,United Breweries Ltd.,Active,A,0.01,INE686F01025,Breweries & Distilleries,Equity
132482,GRANULES#,Granules India Ltd.,Active,A,1.0,INE101D01020,Pharmaceuticals,Equity
132483,CANBK#,CANARA BANK,Active,A,0.02,INE476A01022,,Equity
132488,DIVISLAB#,DIVIS LABORATORIES LTD.,Active,A,2.0,INE361B01024,Pharmaceuticals,Equity
132497,RADICO#,Radico Khaitan Ltd.,Active,A,0.02,INE944F01028,Breweries & Distilleries,Equity
132500,MARUTI#,MARUTISUZUKI,Active,A,0.05,INE585B01010,Cars & Utility Vehicles,Equity
132504,NAVINFLUOR#,Navin Fluorine International L,Active,A,2.0,INE048G01026,,Equity
132505,UCOBANK#,UCO BANK,Active,A,0.1,INE691A01018,Banks,Equity
132508,JSL#,JSL,Active,A,0.02,INE220G01021,Iron & Steel/Interm.Products,Equity
132514,IGL#,Indraprashta  Gas Ltd.,Active,A,0.02,INE203G01027,,Equity
132522,PETRONET#,PETRONET LNG LTD.,Active,A,10.0,INE347G01014,Oil Marketing & Distribution,Equity
132523,BIOCON#,BIOCON LTD.,Active,A,0.05,INE376G01013,Biotechnology,Equity
132525,MAHABANK#,BANK MAHA,Active,A,0.1,INE457A01014,Banks,Equity
132527,RKFORGE#,Ramkrishna Forgings Limited,Active,A,2.0,INE399G01023,,Equity
132538,ULTRACEMCO#,ULTRATECH CM,Active,A,0.1,INE481G01011,Cement & Cement Products,Equity
132539,UNOMINDA#,UNO Minda Limited,Active,A,0.02,INE405E01023,,Equity
132540,TCS#,TCS LTD.,Active,A,0.01,INE467B01029,IT Consulting & Software,Equity
132541,COFORGE#,COFORGE LIMITED,Active,A,2.0,INE591G01025,,Equity
132548,CENTURYPLY#,Century Plyboards (India) Limi,Active,A,1.0,INE348B01021,Forest Products,Equity
132555,NTPC#,NTPC LTD,Active,A,0.1,INE733E01010,Electric Utilities,Equity
132605,JBMA#,JBM Auto Limited,Active,A,1.0,INE927D01051,,Equity
132627,JPPOWER#,Jaiprakash Power Ventures Limi,Active,A,10.0,INE351F01018,Electric Utilities,Equity
132636,IIFL#,IIFL Finance Limited,Active,A,2.0,INE530B01024,Other Financial Services,Equity
132642,JSWHL#,JSW Holdings Limited,Active,A,10.0,INE824G01012,Finance (including NBFCs),Equity
132644,JKCEMENT#,J.K. CEMENT LTD,Active,A,0.1,INE823G01014,Cement & Cement Products,Equity
132648,YESBANK#,Yes Bank Ltd.,Active,A,0.02,INE528G01035,,Equity
132667,SUZLON#,SUZLON ENERGY LTD.,Active,A,0.02,INE040H01021,Heavy Electrical Equipment,Equity
132683,AIAENG#,AIA Engineering Ltd.,Active,A,0.02,INE212H01026,Other Industrial Goods,Equity
132689,PVRINOX#,PVR INOX LIMITED,Active,A,10.0,INE191H01014,Specialty Retail,Equity
132714,KEC#,KEC International Ltd.,Active,A,0.02,INE389H01022,Heavy Electrical Equipment,Equity
132720,M&MFIN#,Mahindra & Mahindra Financial,Active,A,0.02,INE774D01024,Finance (including NBFCs),Equity
132725,SOLARINDS#,SOLAR IND,Active,A,0.02,INE343H01029,,Equity
132733,SUNTV#,SUN TV NETWORK LIMITED,Active,A,0.05,INE424H01027,Broadcasting & Cable TV,Equity
